id,name,host_id,host_profile_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
26283838,Nola Home close to Jazz Fest and French Quarter,197610121,1469029859696136688,Jason,,Fillmore,30.00465,-90.08263,Entire home/apt,398,3,47,2026-03-10,0.54,1,333,6,"23-NSTR-17738, 25-OSTR-33844"
26285501,Uptown near Loyola and Tulane-Steps to Street Car,162629674,1468582631023045584,Lissa,,Marlyville - Fontainbleau,29.95738,-90.11647,Entire home/apt,148,30,67,2024-02-14,0.78,2,179,0,"21-RSTR-17287, 21-OSTR-16412"
26328111,"Beautiful, Historic New Orleans",3003221,1462614667247957741,Kathleen,,Treme - Lafitte,29.97177,-90.07201,Entire home/apt,95,30,6,2025-10-10,0.07,1,306,1,
26359913,New Marigny Shotgun,39275612,1462681016067709545,Jane,,St. Roch,29.97049,-90.05546,Entire home/apt,543,1,230,2026-03-14,2.62,1,30,28,"23-NSTR-13663, 25-OSTR-07729"
26368293,St. Roch Artist's Apartment,5743364,1462688364253283207,Jennifer,,St. Roch,29.96959,-90.05056,Entire home/apt,172,1,240,2026-03-06,2.56,2,144,28,"23-CSTR-04350, 23-OSTR-04341"
26368909,Uptown Renovated Historic Gem blks from Street Car,162629674,1468582631023045584,Lissa,,Marlyville - Fontainbleau,29.95529,-90.11773,Entire home/apt,129,30,151,2025-03-05,1.61,2,179,0,"21-RSTR-17287, 21-OSTR-16412"
26384819,Perfect for Large Groups,198384664,1469033665476673796,Carmen,,Treme - Lafitte,29.97021,-90.07207,Entire home/apt,653,2,133,2026-03-08,1.43,1,117,20,23-XSTR-13005
26427801,Creole Cottage Place New Orleans,198721078,1463137711755757878,Joseph,,Gentilly Terrace,29.99512,-90.0486,Entire home/apt,291,30,20,2020-02-27,0.21,1,365,0,
26448282,Bywater/St. Claude private suite w/bikes,16694390,1462598878529962409,Beth,,St. Claude,29.96813,-90.03693,Private room,165,2,93,2025-10-29,0.99,3,44,2,"23-NSTR-13382, 24-OSTR-21503"
26449619,Home away from home,151935968,1462988202123923870,Paul,,Seventh Ward,29.98202,-90.06808,Entire home/apt,16,300,47,2022-09-05,0.51,1,365,0,Exempt
26470296,Casual Comfort in Historic Lower Garden District,37614659,1465563167350863934,Owen,,Lower Garden District,29.93411,-90.07201,Entire home/apt,252,1,305,2026-03-01,3.25,10,323,26,"22-CSTR-08396, 24-OSTR-04902"
26471783,Luxury Cute Cottage with Cool Gray Styling,199068542,1469037398760272399,Deidre,,St.  Anthony,30.01196,-90.06632,Entire home/apt,347,2,100,2026-02-15,1.07,1,175,1,"25-NSTR-39591, 25-OSTR-39421"
26487658,Walk to the French Quarter from Sunny Guest Suite,16434587,1462986620224038715,Matilde,,Treme - Lafitte,29.97232,-90.07604,Entire home/apt,77,30,127,2024-10-27,1.38,1,270,0,"21-RSTR-11205, 21-OSTR-11204"
26496301,Loft Retreat Just a Half-Block to the Quarter,27334601,1465403501515815694,Bret,,Treme - Lafitte,29.96511,-90.06532,Private room,150,3,346,2026-03-15,3.73,1,130,55,"23-NSTR-16900, 23-OSTR-16891"
26522514,Tropical Garden Studio,48466627,1462709905267228222,Sharon,,Audubon,29.94776,-90.11946,Entire home/apt,172,1,161,2026-03-09,1.72,1,152,20,"23-NSTR-14427, 24-OSTR-06152"
26523454,"Cozy Creole Cottage, safe area, Fenced Yard 1528",66925019,1462773060192164385,Bianka,,Seventh Ward,29.9766,-90.07447,Entire home/apt,70,30,78,2025-04-02,0.83,12,90,1,"18STR-20407, 19-OSTR-70364"
26556038,Private suite in Bywater-St. Claude,16694390,1462598878529962409,Beth,,St. Claude,29.96764,-90.03702,Private room,171,2,88,2026-03-02,0.94,3,57,8,"23-NSTR-13382, 24-OSTR-21503"
26573649,Broad St Villa Near Everything Nola 22-CSTR-12398,185373117,1468958567228572452,Vanessa,,Fairgrounds,29.97837,-90.07671,Entire home/apt,438,3,110,2026-03-16,1.17,2,76,5,"22-CSTR-12398, 25-OSTR-39165"
26663266,"Cozy, Quiet Loft 3 blocks from the French Quarter",10625521,1462845507846801553,Will,,Central Business District,29.95078,-90.07074,Entire home/apt,196,2,441,2026-03-17,4.73,2,216,47,"22-CSTR-17113, 24-OSTR-20021"
26664129,Updated Marginy Condo | Beautiful Outdoor Patio,47223341,1469694447194015214,David,,Marigny,29.96736,-90.05596,Entire home/apt,355,2,124,2026-03-14,2.45,1,326,46,"22-CSTR-22010, 22-OSTR-08383"
26664639,Amazing Courtyard Apt in Historic Mid-city Home!,64889660,1466802489937822944,Farron,,Mid-City,29.9768,-90.10259,Entire home/apt,137,30,41,2021-07-30,0.44,1,364,0,
26666829,2 Mi to French Quarter: NOLA Getaway w/ Porch!,122380652,1468240852703055676,Evolve,,Bayou St. John,29.97851,-90.08327,Entire home/apt,235,30,5,2020-01-05,0.06,15,357,0,19STR-22785
26840799,NOLA Loft House,100956083,1467211789515773505,Janetha,,Little Woods,30.05567,-89.9654,Entire home/apt,293,30,10,2021-11-27,0.11,2,87,0,"19STR-23847, 19-OSTR-2384"
26844490,A (Suite) Taste Of New Orleans,201882955,1463144566479866388,Cornelious,,Gentilly Terrace,30.00474,-90.05166,Private room,100,30,71,2025-05-06,0.79,1,270,1,"25-NSTR-00505, 25-OSTR-00498"
26868629,"1 bedroom apt by Tulane University, street car",48187766,1465728103178652247,Olive,,East Carrollton,29.94235,-90.12657,Entire home/apt,80,30,2,2021-10-07,0.02,16,270,0,"21-RSTR-07387, 20-OSTR-00739"
26877146,"5 bedroom Duplex, by Tulane near- street car",48187766,1465728103178652247,Olive,,East Carrollton,29.94293,-90.12737,Entire home/apt,213,30,1,2018-07-22,0.01,16,90,0,
26896394,Love Shack and Art House,71478267,1462795110667309514,Patricia,,Leonidas,29.96286,-90.12076,Entire home/apt,77,30,50,2024-11-03,0.60,2,269,0,"23-NSTR-18039, 23-OSTR-20260"
26924727,NOLA Getaway House,202315316,1463145414824520602,Renee,,Read Blvd East,30.04016,-89.9472,Entire home/apt,168,30,104,2022-11-21,1.13,4,138,0,"19STR-12345, 19-OSTR-70331"
26986928,Uptown/Midcity Living,71478267,1462795110667309514,Patricia,,Leonidas,29.96133,-90.12036,Entire home/apt,107,30,70,2023-02-26,0.75,2,270,0,"23-NSTR-18040, 23-OSTR-20261"
27050202,"""205"" Cozy Studio on St. Charles Ave.",6268899,1462702177367560884,Paula,,Central City,29.93364,-90.08231,Entire home/apt,159,3,208,2026-03-04,2.25,10,95,29,23-XSTR-21479
27065122,"A bed room by street car, Tulane university",48187766,1465728103178652247,Olive,,East Carrollton,29.9413,-90.12812,Private room,39,30,0,,,16,356,0,
27110773,"B Basic room by street car,Tulane university",48187766,1465728103178652247,Olive,,East Carrollton,29.94183,-90.12688,Private room,37,30,16,2026-03-07,0.19,16,365,3,
27111326,Private Suite near the heart of Uptown activities!,204061041,1469064735683625286,David,,East Carrollton,29.94169,-90.12902,Private room,131,2,131,2026-03-15,1.42,1,49,19,"23-NSTR-13602, 24-OSTR-03164"
27112777,Private Courtyard Apartment just off Bourbon St.,36545272,1462672357962925871,Ben,,French Quarter,29.96012,-90.0651,Entire home/apt,105,30,66,2023-12-11,0.73,2,269,0,Exempt
27139527,The French Room,13829795,1462924011659749037,Callie,,Hollygrove,29.96974,-90.11876,Private room,31,30,109,2025-03-04,1.21,2,350,0,"19STR-22148, 20-OSTR-0002"
27142922,Exquisite Lower Garden District Home,154162520,1468509224303065201,Zacharias,,St. Thomas Dev,29.92941,-90.07051,Entire home/apt,562,30,1,2020-02-26,0.01,1,364,0,"20STR-25921, 20-OSTR-26019"
27169978,2 br ON streetcar line!-Uptown-near Oak St,72355456,1466893723825236969,Blair,,Leonidas,29.9526737,-90.12447739999999,Entire home/apt,214,2,347,2026-03-02,3.77,1,190,52,"23-NSTR-16186, 23-OSTR-16153"
27174127,Elegant Renovated House With Relaxing Courtyard,38663079,1465578079704055389,Norman,,St. Claude,29.96644,-90.04362,Entire home/apt,220,1,426,2026-03-01,4.59,4,288,27,"21-CSTR-10169, 24-OSTR-22781"
27174778,The Picasso Room,13829795,1462924011659749037,Callie,,Hollygrove,29.97022,-90.11699,Private room,31,30,129,2025-05-06,1.39,2,365,1,"19STR-22148, 20-OSTR-0002"
27221705,Sunny Historic 2br Magazine Street House,112910785,1467362329736815638,Jordan,,Irish Channel,29.926254272460938,-90.08197784423828,Entire home/apt,208,2,226,2026-03-15,2.43,30,309,23,"23-CSTR-09921, 23-OSTR-11798"
27221889,Modern Victorian House With Relaxing Courtyard,38663079,1465578079704055389,Norman,,St. Claude,29.96624,-90.0422,Entire home/apt,210,1,471,2026-02-18,5.09,4,285,35,"21-CSTR-10168, 24-OSTR-22781"
27254282,Historic Farmhouse Uptown Near Tulane,205274635,1469070801570372703,Nicholas,,Marlyville - Fontainbleau,29.94891,-90.11182,Entire home/apt,116,30,17,2021-05-31,0.19,1,363,0,"20STR-01601, 20-OSTR-0160"
27459169,2BR Pet-Friendly Getaway on Ursuline in NOLA,127419247,1468281095592385617,Lillian,,Bayou St. John,29.976456770032403,-90.08215833891418,Entire home/apt,371,2,98,2026-02-14,1.06,1,151,13,"24-NSTR-10982, 24-OSTR-10642"
27485185,Jumbo 3BR Loft Directly on Freret Street w/Parking,51541620,1462720083850157671,Samuel,,Freret,29.93417,-90.1064,Entire home/apt,292,1,236,2026-03-01,2.62,14,145,31,"20-CSTR-31251, 24-OSTR-17566"
27506717,Faubourg Livaudais,207383837,1463156188758434094,Melvin,,Central City,29.93618,-90.08703,Entire home/apt,192,30,25,2023-04-23,0.27,1,179,0,"19-RSTR-70182, 19-OSTR-70180"
27519227,Cool as a Cucumber on Esplanade Ridge!,66747616,1466824646057992994,Kathleen,,Fairgrounds,29.98017,-90.083,Entire home/apt,69,30,16,2023-01-19,0.18,1,179,0,
27528699,Classic Creole Cottage in Historic Neighborhood,197079783,1462863309074617010,Thiamanti,,Mid-City,29.97367,-90.10815,Entire home/apt,67,2,115,2026-02-28,1.25,6,56,5,"24-Nstr-11310, 24-ostr-11308"
27555438,Elegant Home w/Gazebo 2.5 mi from Bourbon St.,156383794,1462998207974126924,Brittany,,Florida Area,29.98056,-90.03732,Entire home/apt,194,2,137,2026-03-02,1.49,2,328,41,"24-NSTR-18653, 25-OSTR-44893"
27572444,Creole Cottage Suite- Close to Magazine Street,208034462,1463157547028857050,Leigh,,St. Thomas Dev,29.925659649751484,-90.0744333716116,Entire home/apt,204,3,224,2026-03-16,2.44,2,139,27,"21-CSTR-07058, 25-OSTR-02793"
27610109,HISTORIC MODERN 2 NEW ORLEANS HOME,3842889,1462640821760522913,Marcus,,Central City,29.93536,-90.09329,Entire home/apt,89,30,24,2021-08-21,0.26,1,243,0,18STR-16112
27704737,Saint Ann Retreat,208932132,1469089894883393969,Gavin,,City Park,29.98358,-90.10142,Entire home/apt,154,3,124,2025-11-09,1.35,1,58,4,"23-NSTR-16338, 24-OSTR-05633"
27760453,"HH Whitney House - Premium 3-bedroom, 2-bath suite",104792142,1467259375531229308,Glen,,Seventh Ward,29.9718,-90.07154,Private room,662,3,3,2025-10-13,0.08,7,302,1,23-XSTR-11886
27762728,Zydeco House,209616262,1469093586350335325,Erik & Douglas,,Marlyville - Fontainbleau,29.95416,-90.10968,Entire home/apt,,30,142,2023-06-20,1.60,1,0,0,"18STR-16359, 20-OSTR-0493"
27764590,"HH Whitney House - Deluxe 2-bedroom, 1-bath suite",104792142,1467259375531229308,Glen,,Treme - Lafitte,29.97084951441253,-90.07229927869662,Private room,491,3,3,2023-08-18,0.06,7,302,0,23-XSTR-11886
27765273,Modern New Orleans Style Home,209639443,1463160948195330260,Shay Simpson,,Audubon,29.93605,-90.11318,Entire home/apt,422,30,60,2023-09-10,0.66,1,270,0,Exempt
27787309,Historic apartment at an amazing location,63302549,1462752851021758920,Jaulet,,Central City,29.9314,-90.08677,Entire home/apt,94,30,126,2022-12-12,1.37,3,90,0,"22-RSTR-07205, 22-OSTR-13356"
27831953,Designer 2BR Historic LowGardDist,10507820,1462842452898467137,Ro,,Lower Garden District,29.93662,-90.06938,Entire home/apt,112,30,54,2025-05-28,0.60,1,193,7,"20STR-11406, 20-OSTR-11406"
27832579,"Casa ""Martini” Historic Broadmoor Beauty",191219891,1468993345656163454,Bob & Sue,,Broadmoor,29.94647,-90.10509,Entire home/apt,293,2,102,2026-02-22,1.12,1,149,6,"23-NSTR-17653, 23-OSTR-13119"
27865542,"HIDDEN GEM, Mid City, WALK to park, dining, cafes",1194305,1462539378601873015,Maria,,Fairgrounds,29.97992,-90.07837,Entire home/apt,150,3,189,2026-03-13,2.10,1,50,31,"24-NSTR-10221, 24-OSTR-05508"
27870411,Lovely 2bd-5 min to Jazz Fest. Sleeps 6,199977782,1469042981710434275,T,,Lakeview,29.99674,-90.1149,Entire home/apt,223,30,30,2023-07-13,0.33,1,180,0,"19-RSTR-0000, 19-OSTR-0000"
27901704,Designer Bohemian Loft on Iconic Magazine Street,19414007,1462609367619466898,Epic Stork,,East Riverside,29.92313,-90.08778,Entire home/apt,742,2,162,2026-02-22,1.76,9,322,13,"22-CSTR-06229, 24-OSTR-17211"
27921610,"Spacious 5BR Urban Oasis | Porch, Courtyard, Free",11362234,1462863117409704806,Isaac,,Mid-City,29.96291,-90.0902,Entire home/apt,631,1,135,2025-12-30,1.47,5,338,6,"22-CSTR-10422, 24-OSTR-03045"
27925673,Gentilly Gem,29854064,1465440002241955400,Erin,,Milneburg,30.02199,-90.05703,Entire home/apt,88,30,36,2025-09-10,0.39,2,353,1,
27942237,"New Orleans charm, 2 Bedroom gated parking!",103984802,1467248255418438710,Meghan,,Lower Garden District,29.93513,-90.06943,Entire home/apt,124,30,11,2025-04-11,0.18,2,364,1,
28006677,Studio 3 in Treme Lic #22-CSTR-18108-24-OSTR-03067,123646714,1462925285460848215,New Orleans Restoration Properties,,Treme - Lafitte,29.97028,-90.08176,Entire home/apt,99,1,149,2026-03-14,1.65,9,68,13,"22-CSTR-18108, 24-OSTR-03067"
28012445,Music Lovers Dream - Frenchmen Street Guesthouse,20472809,1463108600998723209,Daphne,,Marigny,29.962933760430545,-90.05849921852085,Entire home/apt,706,1,242,2026-03-15,2.65,1,274,36,"22-CSTR-00765, 24-OSTR-04231"
28027934,"Maison Laharpe, Historic Tremé Cottage",83826067,1467014018004290759,Rachel,,Seventh Ward,29.97442,-90.07048,Entire home/apt,166,1,278,2026-01-02,3.02,1,62,15,"24-NSTR-09980, 25-OSTR-27163"
28029008,New Home Uptown!,125560574,1468265409634438995,Kellie,,Uptown,29.92114,-90.10746,Entire home/apt,226,1,193,2026-02-18,2.20,1,140,28,"24-NSTR-10180, 24-OSTR-09465"
28053231,"Luxury Historic Creole Cottage, French Quarter; Pool & Spa",9122177,1462568168531341753,Joshua,,Marigny,29.96664,-90.05784,Entire home/apt,428,2,170,2026-03-08,1.88,6,277,28,25-XSTR-34971
28078984,3 BR Whole House on Tchoup - The Mardi Gras House,13206053,1462905685894380531,Rick,,East Riverside,29.91847,-90.09819,Entire home/apt,284,3,107,2026-01-19,1.18,1,41,7,"22-CSTR-19859, 24-OSTR-07899"
28103616,Luxury Studio - ideal  Marginy/Bourbon St location,25129035,1465335851157561674,Luke,,Marigny,29.96503,-90.05987,Entire home/apt,104,30,165,2026-03-14,1.82,1,281,4,"23-NSTR-34689, 23-OSTR-97531"
28107671,Easy Living at a Downtown Penthouse with Private Terrace,146462549,1468437743869730993,Caroline,,Central Business District,29.94817,-90.07338,Entire home/apt,673,2,57,2026-01-02,0.63,1,327,4,"22-CSTR-01680, 24-OSTR-17389"
28108230,Cool vintage building.  Two bedrooms downstairs,7434138,1462731819183228674,Jennifer,,Mcdonogh,29.9478,-90.05277,Entire home/apt,170,30,0,,,3,180,0,
28122397,"A home away from home,when you visit the Big Easy.",17741002,1462603544121701899,Kerman,,Read Blvd West,30.01725,-89.98341,Entire home/apt,102,30,1,2018-09-16,0.01,1,365,0,
28123196,Beautiful home away from home,56261694,1465921284721378486,Kate,,Seventh Ward,29.97966,-90.07141,Entire home/apt,109,30,274,2026-02-24,3.07,2,223,14,"19-CSTR-26310, 19-OSTR-70022"
28151615,Designer Home on Magazine | Pool and Spa,78437848,1462822282238210602,Daniel,,Central City,29.9390942,-90.071195,Entire home/apt,764,2,194,2026-02-08,2.18,1,296,22,"22-CSTR-14446, 24-OSTR-03381"
28201416,Zero Guest Fees! I pay them for you!,4798332,1462537326676856835,Leah Helen,,Seventh Ward,29.97342,-90.06983,Entire home/apt,108,1,391,2026-03-02,4.31,3,149,43,"23-NSTR-17446, 24-OSTR-21907"
28277464,*45% OFF*Perfect Modern/Uptown NOLA Getaway!,212077924,1469107434667608551,Calvin,,Central City,29.93231,-90.09139,Entire home/apt,372,30,61,2023-04-30,0.67,1,180,0,"19STR-87112, 20-OSTR-1316"
28289103,Location and Luxury -Top Reviewed Property,9712564,1462570824478362091,Colleen,,Uptown,29.9224,-90.10292,Entire home/apt,670,30,96,2025-10-27,1.08,2,176,11,"25-NSTR-00762, 25-OSTR-00173"
28307100,Glamorous NOLA Style Homes,213553778,1469116549795837669,Jing,,St. Claude,29.9695,-90.03567,Entire home/apt,157,30,117,2025-05-04,1.49,1,270,5,"19STR-15920, 19-OSTR-1592"
28390523,"""per·se·ver·ance"" - Historic Uptown Double Shotgun",211842522,1469106092534991491,Robert,,West Riverside,29.91918,-90.10564,Entire home/apt,162,1,379,2026-02-23,4.17,1,31,53,"23-CSTR-11518, 24-OSTR-11878"
28463147,"Idle Awhile In NOLA near Downtown, Superdome & FQ",214862290,1463194038083021080,Jerome,,Hollygrove,29.97208,-90.12343,Entire home/apt,304,30,90,2025-03-05,1.00,1,89,0,"19STR-20437, 19-OSTR-0000"
28484062,Maison Chartres 2109,215005390,1469126617332841382,Megan,,Marigny,29.96363,-90.05744,Entire home/apt,249,3,131,2025-11-01,1.44,2,45,3,24-XSTR-04663
28489041,Two Bedroom Suite,43108007,1465640083621934698,Keith,,Treme - Lafitte,29.96746,-90.06691,Private room,340,2,47,2026-02-18,0.54,3,211,10,23-XSTR-11797
28565254,Rooftop Panoramic Experience near French Quarter,58758209,1466703907740572759,Irelis & David,,Marigny,29.966615,-90.059745,Entire home/apt,,1,16,2026-02-18,0.18,4,10,2,"21-CSTR-12015, 22-OSTR-10577"
28567132,New Orleans Little Gem,215603708,1469130417031793807,Randolph,,Lower Ninth Ward,29.96253,-90.0138,Private room,87,30,5,2019-03-07,0.06,1,270,0,
28585857,Stylish History - Safe area near Garden District!,8345379,1462564854940660350,Matthew,,Irish Channel,29.92181,-90.08384,Entire home/apt,147,2,481,2026-03-02,5.31,1,89,47,"23-NSTR-17381, 24-oSTR-03765"
28638506,Bayou Bleu - Close to City Park & Street Car,216109851,1469133654537022276,Kathleen,,City Park,29.98063,-90.08953,Entire home/apt,704,3,34,2026-02-18,0.38,1,157,8,"23-NSTR-15385, 23-OSTR-14751"
28671741,"Uptown Home on Streetcar Line, Walk to Restaurants",54271478,1465884180180696806,Anthony,,Leonidas,29.95044,-90.12713,Entire home/apt,452,2,319,2026-03-13,3.71,1,322,49,"20-CSTR-00932, 22-OSTR-08383"
28695927,UPTOWN BEAUTY ON MAGAZINE  ST.,149766226,1468346911480016780,Ash,,Irish Channel,29.92562,-90.0819,Entire home/apt,285,2,217,2026-03-01,2.43,1,75,18,"23-NSTR-14817, 24-OSTR-19151"
28869057,PREMIERE TOURO HOME 3.6 MILES FROM FRENCH QUARTER,20571025,1463122396916297075,Trevail,,Dillard,30.0017,-90.0609,Entire home/apt,452,30,88,2022-11-13,0.98,1,270,0,"18STR-04763, 20-OSTR-0169"
28869898,"Stunning Downtown Condo ""Centralized CBD Location""",90876851,1467099147246428334,Baronnestreetproperties,,Central Business District,29.94643,-90.07543,Entire home/apt,298,1,221,2026-03-08,2.43,7,312,33,"22-CSTR-22397, 24-OSTR-14615"
28890593,Nola Oasis close to FQ & jazz fest-Free Parking,34585247,1465508857756884908,Leah & Andrew,,St. Bernard Area,29.99858,-90.07485,Entire home/apt,534,1,100,2026-02-17,1.11,1,17,10,"23-NSTR-15998, 23-OSTR-15966"
28893822,Lilac Lair in The Marigny | Walk to the Quarter,217813735,1469145566571663758,Saul,,St. Roch,29.97123,-90.0548,Entire home/apt,185,1,301,2026-03-12,3.44,1,257,35,"23-NSTR-14949, 24-OSTR-19620"
28912251,Riverbend Retreat Great Location!,51314085,1465801194963866821,Elizabeth,,Audubon,29.93715,-90.12736,Entire home/apt,282,30,165,2025-05-19,1.83,1,356,8,"19STR-21063, 20-OSTR-0343"
28967599,The Roch and Roll House,114795417,1462868947561832657,Al,,St. Roch,29.96946,-90.05123,Entire home/apt,93,30,25,2022-04-24,0.28,2,364,0,Exempt
28975170,"Rare French Quarter 3BR, 3.5BA w/Roof Terrace!",218396384,1469149231309488038,Al,,French Quarter,29.95962,-90.068817,Entire home/apt,1438,2,64,2026-03-01,0.71,1,252,2,"22-CSTR-13701, 23-OSTR-20232"
28981823,Leighton's Place,218442650,1468631414621920739,Jade,,Lake Terrace & Oaks,30.02619,-90.05552,Entire home/apt,78,30,102,2025-04-28,1.13,1,365,1,"19STR-22205, 20-OSTR-0238"
29005946,Beautiful Esplanade rental,59614050,1466721544799361048,Hamad,,Marigny,29.96574,-90.06039,Entire home/apt,282,30,24,2020-02-23,0.27,2,270,0,
29005986,Charming Mid City home!,6841171,1462716637785545072,Charles,,Mid-City,29.9686,-90.09966,Entire home/apt,84,30,339,2026-03-02,3.74,1,124,11,"19STR-23504, 20-OSTR-2141"
29009327,Vy's Place,218645587,1469150935484054031,Vy,,Little Woods,30.05622,-89.95082,Entire home/apt,231,30,12,2019-07-07,0.13,1,270,0,
29036713,Esplanade rental,59614050,1466721544799361048,Hamad,,Marigny,29.96507,-90.06063,Entire home/apt,228,30,9,2020-02-26,0.11,2,270,0,
29051154,Governor's Mansion  5 bedroom/3.5 bath w/ Pool!,2019341,1462521706691853610,Historic Getaways,,Treme - Lafitte,29.96715027919587,-90.07014252155743,Entire home/apt,552,1,196,2026-03-08,2.18,32,289,15,"23-CSTR-11514, 24-OSTR-07375"
29060866,World Charmer in the Crescent City,45029784,1462536595768915217,Beverly,,Central City,29.94024,-90.0717,Entire home/apt,270,1,322,2026-03-12,3.56,1,37,44,"22-CSTR-04554, 23-OSTR-13062"
29081416,Joie de Vivre | Steps to Magazine | Parking,25845701,1465351301630505014,Dre,,West Riverside,29.92014,-90.10548,Entire home/apt,489,3,293,2026-03-09,3.25,1,55,37,"23-NSTR-15398, 24-OSTR-03334"
29103482,"Historic: Esplanade Ave, City Park, Jazz Fest Apt",17790690,1463029052370262034,Alex,,Seventh Ward,29.9763,-90.0754,Entire home/apt,177,2,193,2026-03-15,2.21,1,141,21,"23-NSTR-13939, 25-OSTR-17852"
29217527,Historic Crescent City Cottage,171335032,1468664558177775558,Victor,,Central City,29.93949,-90.07288,Entire home/apt,260,2,87,2026-02-16,0.96,3,151,2,"23-CSTR-06407, 24-OSTR-14013"
29234907,Casabianca: Elegant Flat in Historic Magazine Row,37614659,1465563167350863934,Owen,,Lower Garden District,29.93054,-90.07519,Entire home/apt,821,1,196,2026-03-15,2.20,10,245,31,"22-CSTR-02947, 24-OSTR-04902"
29239913,Milan Manor: The Quiet Retreat,19979861,1462611357498594086,Mike,,Broadmoor,29.94319,-90.10012,Entire home/apt,204,2,139,2026-03-15,1.54,1,182,21,"23-NSTR-17870, 24-OSTR-19809"
29284479,"Home away from
Home Nola",103731467,1462879440200923473,Delia,,Marlyville - Fontainbleau,29.95625,-90.10896,Entire home/apt,99,30,10,2025-05-27,0.76,1,179,3,"23-NSTR-15191, 20-OSTR-00646"
29304668,3 Blocks to Streetcar: Spacious NOLA Retreat!,122380652,1468240852703055676,Evolve,,Mid-City,29.97145,-90.10244,Entire home/apt,294,3,56,2026-03-09,0.62,15,331,7,"23-NSTR-14100, 24-OSTR-21260"
29331852,Stroll along the River from This Glamorous Home,220964013,1469167102633652972,Ryan,,Bywater,29.96309471130371,-90.03733825683594,Private room,344,30,36,2022-03-28,0.40,1,134,0,"17STR-04241, 17-OSTR-4241"
29340504,"Creole Cottage Jewel, close to Magazine",208034462,1463157547028857050,Leigh,,St. Thomas Dev,29.92423,-90.0719,Entire home/apt,348,3,71,2026-03-17,0.79,2,126,28,"21-CSTR-07057, 25-OSTR-02793"
29340532,Garden District Creole Cottage steps to Streetcar,2181565,1487967306424963285,Alice,,Touro,29.9239,-90.09694,Entire home/apt,353,2,84,2026-02-08,0.93,1,81,2,"25-NSTR-01918, 26-OSTR-02158"
29355411,The House of Woo's - City Park / Jazzfest,188236989,1468975202879492931,Gregory,,Navarre,29.98914,-90.11019,Entire home/apt,329,2,238,2026-03-15,2.65,1,241,28,"23-NSTR-15217, 23-OSTR-15182"
29355424,Monthly - Dumaine Historic Carriage House,2019341,1462521706691853610,Historic Getaways,,Treme - Lafitte,29.96229,-90.06916,Entire home/apt,,30,49,2025-11-30,0.57,32,56,1,"21-RSTR-14514, 20-OSTR-06550"
29400525,Cute Home in Chilly Gentilly,6633660,1462711428606433550,Alexander,,Gentilly Woods,30.01365,-90.03603,Entire home/apt,56,30,19,2021-05-31,0.21,1,177,0,
29416522,Condo 5 Mi to Bourbon St - Screened-In Balcony!,122380652,1468240852703055676,Evolve,,Tall Timbers - Brechtel,29.92411,-90.0227,Entire home/apt,150,30,2,2019-07-07,0.02,15,361,0,
29417551,Historic home with secure parking.,27243320,1465402259831662178,Manny,,Treme - Lafitte,29.96455,-90.07095,Entire home/apt,288,30,145,2024-10-27,1.61,1,179,0,"18str-18101, 20-OSTR-1655"
29484602,Charming Uptown New Construction Suite,56707602,1465927608179114121,Stephanie,,Irish Channel,29.91769,-90.09258,Entire home/apt,197,2,201,2026-02-15,2.44,1,165,8,"23-NSTR-13520, 23-OSTR-04249"
29516885,Spacious Home near the French Quarter & Marigny,27241421,1465402249802383133,Sean,,Seventh Ward,29.97373,-90.05908,Entire home/apt,369,2,281,2026-03-08,3.18,2,311,46,"23-CSTR-00172, 24-OSTR-07063"
29584963,Garden District Private Room #5 w/ bathroom,105725316,1462863309074617010,Thiamanti,,Lower Garden District,29.93462,-90.07604,Entire home/apt,,30,53,2025-09-30,0.59,13,0,3,
29753890,Charming Room in St. Charles Ave. Mansion (B&B),162593725,1468582324675182267,Jaye,,Audubon,29.93864,-90.12644,Private room,91,30,107,2026-02-14,1.20,4,343,17,"23-NSTR-18211, 24-OSTR-07058"
29777738,"Private, quiet getaway for 2 with whirlpool tub",173220507,1468680866913388594,Alison,,Gentilly Woods,30.01327,-90.03307,Private room,103,1,350,2026-03-15,3.94,1,107,28,"23-NSTR-13460, 24-OSTR-03397"
29780708,Primary Palace (full house),217254718,1463199617304306597,Kalli,,Fairgrounds,29.98183,-90.07611,Entire home/apt,94,30,11,2019-10-20,0.12,1,87,0,
29819300,Huge Shotgun Style Home Steps to Streetcar 125,224300259,1469190398901029736,Larry,,Tulane - Gravier,29.96437,-90.08206,Entire home/apt,131,30,141,2025-04-20,1.58,2,90,2,"22RSTR-10635, 22-OSTR-10430"
29828897,Minutes to French Qtr  - 2bd 1 bath,98317550,1467182838937316677,Tee,,St.  Anthony,30.01491,-90.06087,Entire home/apt,116,30,60,2023-02-19,0.70,1,268,0,"19STR-19829, 19-OSTR-19829"
29882763,Relaxing Stay | Hot Tub & Top Attractions,224577726,1463217130312944794,Best NOLA Vaca,,Lower Garden District,29.93213653564453,-90.06761169433594,Entire home/apt,269,1,152,2026-03-02,1.70,1,192,12,"21-CSTR-04272, 23-OSTR-20491"
